state,district,month,theme,visits_per_1k,funds_on_time,data_quality,female_pct,training_sessions,outreach_pre_monsoon,monsoon,beneficiaries,age0_5,age6_17,age18_35,age36_plus,outcome_score,dropout_rate,nps,data_issue_flag
Assam,Assam-Dist-01,2024-05-01,Health,5.14,0.477,0.667,0.459,8,1,0,313,48,60,120,85,100.0,0.01,21.1,OK
Assam,Assam-Dist-01,2024-06-01,Skilling,4.1,0.844,0.821,0.621,7,0,1,297,16,56,98,127,100.0,0.01,32.2,OK
Assam,Assam-Dist-01,2024-08-01,Livelihoods,3.57,0.995,1.0,0.438,4,0,1,240,0,40,103,97,95.3,0.01,46.7,OK
Assam,Assam-Dist-01,2024-09-01,Livelihoods,5.1,0.722,0.674,0.413,4,0,1,296,12,58,120,106,100.0,0.01,48.3,OK
Assam,Assam-Dist-01,2024-10-01,Livelihoods,6.03,0.63,0.828,0.445,7,0,0,304,14,52,120,118,100.0,0.01,26.3,OK
Assam,Assam-Dist-01,2024-11-01,Skilling,3.35,0.7,0.877,0.522,3,0,0,255,0,0,0,0,94.4,0.023,25.5,MISSING_AGE
Assam,Assam-Dist-01,2025-02-01,WASH,4.71,0.538,0.75,0.462,7,0,0,273,18,63,90,102,100.0,0.01,21.7,OK
Assam,Assam-Dist-01,2025-04-01,Health,4.04,0.478,0.68,0.511,3,1,0,268,50,47,91,80,90.7,0.01,19.2,OK
Assam,Assam-Dist-01,2025-06-01,Education,3.36,0.499,0.647,0.566,4,0,1,243,2,135,104,2,96.6,0.047,28.9,OK
Assam,Assam-Dist-01,2025-07-01,WASH,4.66,0.502,0.624,0.498,2,0,1,255,12,38,92,113,92.7,0.01,15.1,OK
Assam,Assam-Dist-01,2025-08-01,Livelihoods,2.38,0.449,0.726,0.458,3,0,1,240,13,38,93,96,82.5,0.08,17.5,OK
Assam,Assam-Dist-01,2025-09-01,Livelihoods,3.87,0.605,0.847,0.451,5,0,1,243,14,40,96,93,97.6,0.01,20.9,OK
Assam,Assam-Dist-01,2025-10-01,Skilling,3.64,0.89,0.905,0.569,6,0,0,258,11,31,104,112,98.3,0.01,44.7,OK
Assam,Assam-Dist-02,2023-01-01,Education,4.07,0.641,0.626,0.362,3,0,0,276,0,0,0,0,99.0,0.01,30.6,MISSING_AGE
Assam,Assam-Dist-02,2023-04-01,WASH,4.11,0.515,0.688,0.426,7,1,0,284,4,40,107,133,100.0,0.01,22.9,OK
Assam,Assam-Dist-02,2023-09-01,Health,5.65,0.606,0.806,0.447,7,0,1,291,50,67,123,51,100.0,0.01,25.3,OK
Assam,Assam-Dist-02,2024-01-01,Health,3.99,0.558,0.812,0.391,5,0,0,287,46,46,125,70,95.8,0.01,28.6,OK
Assam,Assam-Dist-02,2024-04-01,Health,3.23,0.717,0.964,0.479,4,1,0,272,39,50,97,86,94.0,0.01,31.7,OK
Assam,Assam-Dist-02,2024-06-01,Skilling,4.37,0.835,0.959,0.544,5,0,1,279,17,54,102,106,100.0,0.01,33.5,OK
Assam,Assam-Dist-02,2024-08-01,WASH,4.04,0.664,0.943,0.401,8,0,1,298,13,45,115,125,100.0,0.01,38.8,OK
Assam,Assam-Dist-02,2024-12-01,Education,4.53,0.302,0.727,0.466,7,0,0,298,17,158,123,0,100.0,0.01,1.3,OK
Assam,Assam-Dist-02,2025-01-01,Education,5.15,0.591,0.705,0.447,4,0,0,292,14,161,131,0,100.0,0.01,16.7,OK
Assam,Assam-Dist-02,2025-02-01,Livelihoods,5.7,0.519,0.561,0.387,6,0,0,266,8,40,100,118,100.0,0.01,12.9,OK
Assam,Assam-Dist-02,2025-03-01,Livelihoods,4.67,0.825,0.796,0.455,2,0,0,278,10,52,88,128,100.0,0.01,34.6,OK
Assam,Assam-Dist-02,2025-06-01,Livelihoods,3.34,0.715,0.769,0.482,5,0,1,249,9,51,98,91,91.9,0.046,32.0,OK
Assam,Assam-Dist-02,2025-07-01,Health,3.78,0.665,0.777,0.417,5,0,1,275,40,35,91,109,96.4,0.01,30.1,OK
Assam,Assam-Dist-02,2025-09-01,Livelihoods,2.76,0.796,0.668,0.427,8,0,1,228,7,46,85,90,100.0,0.049,32.0,OK
Assam,Assam-Dist-03,2023-01-01,Livelihoods,6.24,0.734,0.729,0.571,6,0,0,312,20,60,129,103,100.0,0.01,23.9,OK
Assam,Assam-Dist-03,2023-02-01,Education,5.1,0.693,0.651,0.527,8,0,0,317,19,155,103,40,100.0,0.01,23.8,OK
Assam,Assam-Dist-03,2023-06-01,WASH,5.33,0.663,0.916,0.642,7,0,1,302,11,55,121,115,100.0,0.01,30.0,OK
Assam,Assam-Dist-03,2023-07-01,WASH,3.31,0.779,0.59,0.484,3,0,1,252,3,54,93,102,96.1,0.01,19.2,OK
Assam,Assam-Dist-03,2023-08-01,Education,5.07,0.82,0.763,0.543,9,0,1,337,11,191,134,1,100.0,0.01,32.0,OK
Assam,Assam-Dist-03,2023-09-01,WASH,3.9,0.728,0.782,0.499,3,0,1,295,13,55,115,112,97.8,0.01,33.4,OK
Assam,Assam-Dist-03,2023-10-01,Skilling,5.67,0.742,0.779,0.58,2,0,0,278,14,51,123,90,100.0,0.01,31.0,OK
Assam,Assam-Dist-03,2023-11-01,WASH,6.06,0.801,0.547,0.589,4,0,0,299,21,50,101,127,100.0,0.01,32.4,OK
Assam,Assam-Dist-03,2023-12-01,Skilling,4.72,0.738,0.713,0.703,2,0,0,295,0,0,0,0,100.0,0.01,34.8,MISSING_AGE
Assam,Assam-Dist-03,2024-01-01,Livelihoods,3.99,0.77,0.579,0.482,6,0,0,313,0,0,0,0,100.0,0.017,31.5,MISSING_AGE
Assam,Assam-Dist-03,2024-02-01,Health,5.57,0.678,0.764,0.6,5,0,0,311,45,60,96,110,100.0,0.01,33.3,OK
Assam,Assam-Dist-03,2024-08-01,Skilling,3.75,0.782,0.82,0.642,6,0,1,267,6,50,95,116,100.0,0.01,33.0,OK
Assam,Assam-Dist-03,2024-10-01,Livelihoods,4.28,0.732,0.709,0.523,6,0,0,302,15,48,125,114,100.0,0.01,30.9,OK
Assam,Assam-Dist-03,2024-12-01,Health,5.41,0.694,0.8,0.587,2,0,0,279,36,58,124,61,100.0,0.01,32.9,OK
Assam,Assam-Dist-03,2025-01-01,Education,4.66,0.75,0.874,0.573,7,0,0,305,24,142,108,31,100.0,0.01,31.4,OK
Assam,Assam-Dist-03,2025-02-01,Skilling,5.78,0.718,0.738,0.644,11,0,0,367,18,59,121,169,100.0,0.01,34.2,OK
Assam,Assam-Dist-03,2025-03-01,Livelihoods,3.87,0.908,0.857,0.524,8,0,0,296,16,45,112,123,100.0,0.01,48.6,OK
Assam,Assam-Dist-03,2025-04-01,Livelihoods,4.69,0.754,0.839,0.592,7,1,0,308,16,55,111,126,100.0,0.01,43.7,OK
Assam,Assam-Dist-03,2025-05-01,WASH,4.36,0.654,0.656,0.584,6,1,0,296,11,44,125,116,100.0,0.01,21.0,OK
Assam,Assam-Dist-03,2025-06-01,Education,5.72,0.717,0.597,0.493,6,0,1,326,18,168,124,16,100.0,0.01,30.7,OK
Assam,Assam-Dist-03,2025-07-01,Education,3.19,0.511,0.461,0.568,5,0,1,287,11,160,100,16,87.2,0.024,19.2,OK
Assam,Assam-Dist-03,2025-09-01,Education,4.46,0.615,0.569,0.593,7,0,1,329,17,174,125,13,100.0,0.01,18.7,OK
Assam,Assam-Dist-04,2023-02-01,Livelihoods,5.69,0.984,0.838,0.469,6,0,0,314,17,63,120,114,100.0,0.01,62.9,OK
Assam,Assam-Dist-04,2023-07-01,WASH,4.8,0.935,0.642,0.566,8,0,1,329,11,61,112,145,100.0,0.01,42.7,OK
Assam,Assam-Dist-04,2023-09-01,Livelihoods,4.99,0.77,0.819,0.408,7,0,1,278,12,52,127,87,100.0,0.01,32.0,OK
Assam,Assam-Dist-04,2023-10-01,Livelihoods,5.94,0.529,0.613,0.468,11,0,0,348,27,62,141,118,100.0,0.01,16.9,OK
Assam,Assam-Dist-04,2023-11-01,Education,5.1,0.724,0.993,0.449,7,0,0,334,23,188,114,9,100.0,0.01,43.6,OK
Assam,Assam-Dist-04,2023-12-01,Skilling,5.42,0.708,0.631,0.676,8,0,0,333,16,56,122,139,100.0,0.01,23.7,OK
Assam,Assam-Dist-04,2024-01-01,Health,6.33,1.0,0.732,0.472,8,0,0,304,55,60,114,75,100.0,0.01,44.2,OK
Assam,Assam-Dist-04,2024-03-01,Livelihoods,4.7,0.666,0.799,0.439,3,0,0,313,10,63,125,115,99.3,0.01,16.6,OK
Assam,Assam-Dist-04,2024-04-01,Education,6.24,0.712,0.621,0.492,7,1,0,332,21,177,136,0,100.0,0.01,29.7,OK
Assam,Assam-Dist-04,2024-08-01,Education,4.96,1.0,0.761,0.447,5,0,1,303,14,156,107,26,100.0,0.01,41.1,OK
Assam,Assam-Dist-04,2024-09-01,Skilling,4.78,0.671,0.642,0.582,5,0,1,329,8,71,121,129,100.0,0.01,27.5,OK
Assam,Assam-Dist-04,2024-11-01,Health,5.98,0.867,0.624,0.556,0,0,0,283,54,37,117,75,100.0,0.01,34.2,OK
Assam,Assam-Dist-04,2024-12-01,WASH,4.52,0.773,0.747,0.415,4,0,0,305,20,56,121,108,100.0,0.01,33.0,OK
Assam,Assam-Dist-04,2025-01-01,Livelihoods,5.16,0.862,0.767,0.553,5,0,0,335,20,55,135,125,100.0,0.01,34.1,OK
Assam,Assam-Dist-04,2025-03-01,WASH,7.05,0.796,0.937,0.547,0,0,0,319,22,58,96,143,100.0,0.01,35.2,OK
Assam,Assam-Dist-04,2025-04-01,Livelihoods,5.95,0.802,0.617,0.547,11,1,0,333,10,54,133,136,100.0,0.01,24.3,OK
Assam,Assam-Dist-04,2025-06-01,Skilling,5.86,0.836,0.948,0.591,5,0,1,333,12,55,114,152,100.0,0.01,34.9,OK
Assam,Assam-Dist-04,2025-09-01,Education,4.32,0.909,0.811,0.478,8,0,1,326,0,0,0,0,100.0,0.01,41.2,MISSING_AGE
Assam,Assam-Dist-04,2025-10-01,WASH,6.76,0.68,0.793,0.506,12,0,0,354,20,70,133,131,100.0,0.01,28.6,OK
Assam,Assam-Dist-05,2023-01-01,Skilling,5.01,0.634,0.643,0.52,5,0,0,274,8,46,116,104,100.0,0.01,26.4,OK
Assam,Assam-Dist-05,2023-07-01,WASH,3.56,0.605,0.664,0.454,5,0,1,295,12,48,90,145,89.6,0.01,25.5,OK
Assam,Assam-Dist-05,2023-08-01,Health,4.93,0.64,0.816,0.455,4,0,1,304,58,59,115,72,100.0,0.01,21.7,OK
Assam,Assam-Dist-05,2023-09-01,Skilling,4.36,0.474,0.482,0.501,1,0,1,292,9,58,124,101,94.0,0.01,11.4,OK
Assam,Assam-Dist-05,2023-11-01,Health,4.43,0.548,0.635,0.523,2,0,0,297,56,62,112,67,98.8,0.04,10.4,OK
Assam,Assam-Dist-05,2023-12-01,WASH,4.02,0.674,0.836,0.38,3,0,0,274,11,46,112,105,94.0,0.01,30.0,OK
Assam,Assam-Dist-05,2024-01-01,Health,6.02,0.686,0.847,0.533,9,0,0,309,43,52,122,92,100.0,0.01,41.7,OK
Assam,Assam-Dist-05,2024-02-01,Education,5.31,0.794,0.559,0.483,5,0,0,304,15,162,107,20,100.0,0.01,31.6,OK
Assam,Assam-Dist-05,2024-03-01,Education,5.41,0.588,0.761,0.442,2,0,0,260,15,135,102,8,100.0,0.01,32.1,OK
Assam,Assam-Dist-05,2024-05-01,Skilling,4.5,0.893,0.857,0.463,5,1,0,273,9,32,104,128,100.0,0.01,35.0,OK
Assam,Assam-Dist-05,2024-06-01,Livelihoods,3.34,0.605,0.562,0.433,2,0,1,264,13,59,90,102,89.6,0.032,12.6,OK
Assam,Assam-Dist-05,2024-08-01,Livelihoods,2.62,0.7,0.962,0.508,5,0,1,262,12,50,90,110,87.7,0.069,32.9,OK
Assam,Assam-Dist-05,2024-09-01,Skilling,4.11,0.465,0.797,0.541,7,0,1,282,14,63,113,92,100.0,0.01,31.3,OK
Assam,Assam-Dist-05,2024-10-01,Health,5.54,0.848,0.669,0.424,6,0,0,309,49,39,102,119,100.0,0.01,35.3,OK
Assam,Assam-Dist-05,2025-01-01,Skilling,4.97,0.546,0.704,0.576,4,0,0,287,15,50,111,111,100.0,0.01,25.6,OK
Assam,Assam-Dist-05,2025-03-01,Health,4.99,0.661,0.56,0.39,10,0,0,298,52,42,123,81,100.0,0.01,17.4,OK
Assam,Assam-Dist-05,2025-04-01,WASH,5.0,0.816,0.934,0.489,7,1,0,312,13,57,117,125,100.0,0.01,33.7,OK
Assam,Assam-Dist-05,2025-05-01,Health,3.94,0.748,0.828,0.4,9,1,0,263,44,51,120,48,100.0,0.01,33.8,OK
Assam,Assam-Dist-05,2025-07-01,Livelihoods,3.78,0.648,0.794,0.392,7,0,1,286,15,41,99,131,100.0,0.01,21.9,OK
Assam,Assam-Dist-05,2025-08-01,Skilling,4.57,0.531,0.55,0.617,4,0,1,316,11,54,119,132,99.7,0.01,19.9,OK
Assam,Assam-Dist-05,2025-09-01,Livelihoods,4.34,0.745,0.858,0.384,5,0,1,301,18,52,105,126,100.0,0.01,42.3,OK
Assam,Assam-Dist-05,2025-10-01,Livelihoods,4.17,0.808,0.791,0.329,9,0,0,266,19,38,102,107,100.0,0.01,30.9,OK
Assam,Assam-Dist-06,2023-01-01,WASH,4.75,0.614,0.82,0.496,8,0,0,325,12,54,138,121,100.0,0.01,40.1,OK
Assam,Assam-Dist-06,2023-02-01,Education,6.07,0.67,0.661,0.518,7,0,0,311,12,165,124,10,100.0,0.01,32.4,OK
Assam,Assam-Dist-06,2023-03-01,Livelihoods,6.92,0.994,0.779,0.509,6,0,0,353,22,64,138,129,100.0,0.01,46.0,OK
Assam,Assam-Dist-06,2023-04-01,Education,5.0,0.724,0.935,0.532,6,1,0,281,12,156,116,0,100.0,0.01,41.2,OK
Assam,Assam-Dist-06,2023-05-01,Education,5.11,0.88,0.943,0.491,8,1,0,314,0,0,0,0,100.0,0.01,58.3,MISSING_AGE
Assam,Assam-Dist-06,2023-06-01,WASH,4.45,0.582,0.636,0.534,8,0,1,342,18,54,124,146,100.0,0.01,19.4,OK
Assam,Assam-Dist-06,2023-07-01,Health,5.68,0.856,0.978,0.558,10,0,1,346,63,57,133,93,100.0,0.01,47.8,OK
Assam,Assam-Dist-06,2023-11-01,WASH,4.51,0.697,0.882,0.529,4,0,0,277,9,57,119,92,100.0,0.01,28.8,OK
Assam,Assam-Dist-06,2023-12-01,Livelihoods,4.16,0.892,0.916,0.529,6,0,0,277,15,51,126,85,100.0,0.01,44.1,OK
Assam,Assam-Dist-06,2024-03-01,Education,5.94,0.746,0.628,0.527,4,0,0,319,12,179,122,6,100.0,0.01,27.5,OK
Assam,Assam-Dist-06,2024-04-01,Education,5.32,0.889,0.779,0.533,9,1,0,315,13,153,108,41,100.0,0.01,43.2,OK
Assam,Assam-Dist-06,2024-06-01,Skilling,4.11,0.707,0.631,0.643,7,0,1,310,10,44,123,133,99.0,0.01,27.1,OK
Assam,Assam-Dist-06,2024-07-01,Health,4.94,0.693,0.546,0.517,5,0,1,311,44,54,130,83,100.0,0.01,28.1,OK
Assam,Assam-Dist-06,2024-09-01,Livelihoods,5.46,0.68,0.809,0.523,3,0,1,246,6,34,93,113,99.5,0.01,39.1,OK
Assam,Assam-Dist-06,2024-11-01,WASH,5.13,0.578,0.916,0.592,6,0,0,332,11,63,139,119,100.0,0.01,32.8,OK
Assam,Assam-Dist-06,2025-03-01,Health,5.44,0.626,0.826,0.59,10,0,0,335,55,69,110,101,100.0,0.01,28.1,OK
Assam,Assam-Dist-06,2025-05-01,Livelihoods,6.13,0.634,0.783,0.533,4,1,0,323,12,46,124,141,100.0,0.01,34.3,OK
Assam,Assam-Dist-06,2025-06-01,Education,3.6,0.583,0.841,0.501,1,0,1,270,18,143,95,14,89.0,0.018,32.0,OK
Assam,Assam-Dist-06,2025-08-01,Education,3.77,0.793,0.662,0.618,9,0,1,299,11,157,120,11,100.0,0.011,24.9,OK
Assam,Assam-Dist-07,2023-01-01,Skilling,3.49,0.747,0.665,0.547,5,0,0,273,17,58,81,117,96.6,0.01,23.3,OK
Assam,Assam-Dist-07,2023-02-01,Skilling,3.51,0.857,0.713,0.559,9,0,0,260,8,56,107,89,100.0,0.01,33.0,OK
Assam,Assam-Dist-07,2023-03-01,Education,4.26,0.557,0.585,0.426,7,0,0,295,19,156,106,14,100.0,0.01,28.0,OK
Assam,Assam-Dist-07,2023-05-01,Livelihoods,4.3,0.626,0.556,0.486,4,1,0,312,11,49,124,128,100.0,0.01,9.1,OK
Assam,Assam-Dist-07,2023-06-01,Skilling,3.88,0.901,0.842,0.516,4,0,1,281,19,62,117,83,95.0,0.01,40.5,OK
Assam,Assam-Dist-07,2023-09-01,Health,4.43,0.568,0.622,0.512,5,0,1,245,44,49,101,51,97.1,0.01,18.3,OK
Assam,Assam-Dist-07,2023-10-01,Education,3.26,0.679,0.864,0.507,3,0,0,255,20,131,96,8,90.9,0.01,32.6,OK
Assam,Assam-Dist-07,2023-11-01,WASH,4.07,0.797,0.733,0.467,6,0,0,245,18,52,92,83,100.0,0.011,39.0,OK
Assam,Assam-Dist-07,2023-12-01,Livelihoods,2.55,0.622,0.984,0.462,7,0,0,273,9,47,93,124,95.9,0.037,32.8,OK
Assam,Assam-Dist-07,2024-01-01,WASH,4.65,0.586,0.718,0.37,6,0,0,286,16,61,94,115,100.0,0.01,22.2,OK
Assam,Assam-Dist-07,2024-03-01,Health,3.73,0.603,0.659,0.536,7,0,0,290,41,53,103,93,98.8,0.011,34.0,OK
Assam,Assam-Dist-07,2024-05-01,Health,4.9,0.759,0.642,0.472,7,1,0,284,49,50,126,59,100.0,0.01,30.1,OK
Assam,Assam-Dist-07,2024-06-01,Education,5.01,0.542,0.837,0.522,7,0,1,309,18,161,115,15,100.0,0.01,36.2,OK
Assam,Assam-Dist-07,2024-07-01,Skilling,3.85,0.489,0.676,0.531,4,0,1,262,9,50,98,105,91.1,0.01,24.2,OK
Assam,Assam-Dist-07,2024-08-01,Skilling,3.34,0.841,0.756,0.507,3,0,1,244,15,42,84,103,86.5,0.01,41.8,OK
Assam,Assam-Dist-07,2024-11-01,Skilling,4.22,0.571,0.943,0.628,6,0,0,306,12,71,121,102,100.0,0.01,37.8,OK
Assam,Assam-Dist-07,2024-12-01,Education,4.11,0.444,0.782,0.413,6,0,0,287,4,150,125,8,100.0,0.019,20.4,OK
Assam,Assam-Dist-07,2025-02-01,Education,2.81,0.705,1.0,0.545,4,0,0,246,10,136,103,0,91.5,0.036,49.3,OK
Assam,Assam-Dist-07,2025-04-01,Health,3.74,0.628,0.629,0.435,3,1,0,246,39,31,88,88,89.3,0.01,14.4,OK
Assam,Assam-Dist-07,2025-08-01,Livelihoods,3.34,0.694,0.777,0.501,6,0,1,289,11,54,94,130,90.4,0.01,33.5,OK
Assam,Assam-Dist-07,2025-09-01,Health,2.87,0.676,0.954,0.506,4,0,1,289,0,0,0,0,89.3,0.029,34.2,MISSING_AGE
Assam,Assam-Dist-07,2025-10-01,Skilling,4.45,0.649,0.974,0.479,9,0,0,290,20,42,122,106,100.0,0.01,32.1,OK
Assam,Assam-Dist-08,2023-01-01,Health,4.52,0.75,0.881,0.586,5,0,0,287,47,40,124,76,100.0,0.01,41.5,OK
Assam,Assam-Dist-08,2023-03-01,WASH,4.39,0.587,0.49,0.491,6,0,0,269,10,44,101,114,100.0,0.01,22.8,OK
Assam,Assam-Dist-08,2023-04-01,Skilling,4.91,0.886,0.823,0.629,4,1,0,249,6,28,78,137,100.0,0.01,37.6,OK
Assam,Assam-Dist-08,2023-05-01,Livelihoods,4.56,0.721,0.69,0.49,7,1,0,292,13,55,124,100,100.0,0.01,34.6,OK
Assam,Assam-Dist-08,2023-07-01,Livelihoods,4.27,0.512,0.917,0.424,10,0,1,310,17,49,124,120,100.0,0.01,26.4,OK
Assam,Assam-Dist-08,2023-08-01,Skilling,3.23,0.577,0.836,0.605,4,0,1,252,9,51,106,86,88.6,0.01,29.3,OK
Assam,Assam-Dist-08,2023-09-01,Skilling,3.33,0.593,0.738,0.604,7,0,1,272,13,51,103,105,100.0,0.01,25.9,OK
Assam,Assam-Dist-08,2023-11-01,Health,4.68,0.806,0.574,0.53,5,0,0,299,54,50,97,98,100.0,0.01,43.8,OK
Assam,Assam-Dist-08,2023-12-01,Skilling,5.24,0.591,0.722,0.541,6,0,0,288,9,50,110,119,100.0,0.01,28.9,OK
Assam,Assam-Dist-08,2024-02-01,Education,5.37,0.614,0.728,0.522,5,0,0,277,19,148,101,9,100.0,0.01,26.0,OK
Assam,Assam-Dist-08,2024-04-01,Livelihoods,4.6,0.71,0.603,0.511,3,1,0,289,0,0,0,0,100.0,0.01,17.6,MISSING_AGE
Assam,Assam-Dist-08,2024-05-01,WASH,5.25,0.597,0.709,0.414,7,1,0,299,7,45,114,133,100.0,0.01,29.2,OK
Assam,Assam-Dist-08,2024-06-01,Health,2.89,0.501,0.895,0.474,3,0,1,280,45,52,100,83,86.1,0.019,23.6,OK
Assam,Assam-Dist-08,2024-08-01,Skilling,4.19,0.727,0.485,0.522,6,0,1,295,8,64,116,107,99.9,0.01,24.3,OK
Assam,Assam-Dist-08,2024-10-01,WASH,6.27,0.699,0.841,0.351,7,0,0,318,18,47,131,122,100.0,0.01,27.5,OK
Assam,Assam-Dist-08,2024-12-01,WASH,6.18,0.819,0.751,0.452,5,0,0,328,0,0,0,0,100.0,0.01,35.3,MISSING_AGE
Assam,Assam-Dist-08,2025-01-01,WASH,4.03,0.708,0.762,0.571,8,0,0,291,11,63,93,124,100.0,0.01,28.9,OK
Assam,Assam-Dist-08,2025-02-01,Health,5.09,0.77,0.565,0.444,4,0,0,288,0,0,0,0,100.0,0.01,19.6,MISSING_AGE
Assam,Assam-Dist-08,2025-03-01,Livelihoods,4.33,0.787,0.855,0.448,6,0,0,259,9,44,105,101,100.0,0.01,32.0,OK
Assam,Assam-Dist-08,2025-04-01,Skilling,6.8,0.586,0.983,0.547,5,1,0,320,0,0,0,0,100.0,0.01,27.1,MISSING_AGE
Assam,Assam-Dist-08,2025-07-01,Skilling,5.4,0.648,0.846,0.676,8,0,1,306,19,52,84,151,100.0,0.01,33.9,OK
Assam,Assam-Dist-08,2025-08-01,Skilling,3.9,0.7,0.953,0.528,1,0,1,286,9,35,98,144,95.2,0.01,29.7,OK
Assam,Assam-Dist-08,2025-10-01,Health,5.62,0.76,0.695,0.515,4,0,0,275,48,51,96,80,100.0,0.01,31.1,OK
Bihar,Bihar-Dist-01,2023-01-01,Health,4.74,0.784,0.725,0.387,6,0,0,309,0,0,0,0,100.0,0.01,29.4,MISSING_AGE
Bihar,Bihar-Dist-01,2023-03-01,Skilling,4.39,0.901,0.855,0.489,5,0,0,309,15,67,121,106,100.0,0.01,49.8,OK
Bihar,Bihar-Dist-01,2023-04-01,Education,4.14,0.873,1.0,0.362,7,1,0,329,0,0,0,0,100.0,0.01,38.1,MISSING_AGE
Bihar,Bihar-Dist-01,2023-06-01,Health,6.09,0.856,0.779,0.468,5,0,1,320,53,47,114,106,100.0,0.01,40.1,OK
Bihar,Bihar-Dist-01,2023-08-01,Education,5.37,0.872,0.798,0.437,8,0,1,315,17,159,101,38,100.0,0.01,40.4,OK
Bihar,Bihar-Dist-01,2023-10-01,Skilling,5.18,1.0,0.646,0.504,6,0,0,316,20,55,119,122,100.0,0.01,48.3,OK
Bihar,Bihar-Dist-01,2023-12-01,WASH,4.8,0.725,0.886,0.432,5,0,0,314,21,62,132,99,100.0,0.01,36.9,OK
Bihar,Bihar-Dist-01,2024-01-01,Livelihoods,6.31,1.0,0.822,0.406,7,0,0,340,14,64,128,134,100.0,0.01,49.6,OK
Bihar,Bihar-Dist-01,2024-02-01,Health,6.97,0.858,0.761,0.425,7,0,0,363,66,61,132,104,100.0,0.01,40.7,OK
Bihar,Bihar-Dist-01,2024-03-01,Education,5.92,0.79,1.0,0.398,6,0,0,306,19,153,109,25,100.0,0.01,44.2,OK
Bihar,Bihar-Dist-01,2024-04-01,Livelihoods,6.66,0.832,0.58,0.43,6,1,0,322,23,62,133,104,100.0,0.01,29.7,OK
Bihar,Bihar-Dist-01,2024-05-01,WASH,6.95,0.708,0.587,0.406,4,1,0,339,18,53,143,125,100.0,0.01,25.4,OK
Bihar,Bihar-Dist-01,2024-06-01,Health,5.77,0.584,0.546,0.417,6,0,1,348,63,67,142,76,100.0,0.01,18.3,OK
Bihar,Bihar-Dist-01,2024-08-01,Health,6.08,0.907,0.978,0.364,9,0,1,306,53,63,112,78,100.0,0.01,48.6,OK
Bihar,Bihar-Dist-01,2025-02-01,WASH,4.54,0.554,0.645,0.41,6,0,0,319,19,48,121,131,100.0,0.01,19.8,OK
Bihar,Bihar-Dist-01,2025-04-01,Education,7.05,0.679,0.79,0.373,5,1,0,333,13,163,125,32,100.0,0.01,31.4,OK
Bihar,Bihar-Dist-01,2025-05-01,Health,5.56,0.761,1.0,0.392,5,1,0,315,59,54,126,76,100.0,0.01,45.7,OK
Bihar,Bihar-Dist-01,2025-06-01,Education,6.14,0.838,0.727,0.508,6,0,1,333,13,174,130,16,100.0,0.01,30.3,OK
Bihar,Bihar-Dist-01,2025-07-01,WASH,5.05,0.649,0.842,0.383,7,0,1,352,14,53,143,142,100.0,0.01,30.7,OK
Bihar,Bihar-Dist-01,2025-08-01,Education,4.86,0.926,0.78,0.365,2,0,1,299,12,160,102,25,95.1,0.01,37.3,OK
Bihar,Bihar-Dist-01,2025-09-01,Education,3.93,0.706,1.0,0.465,7,0,1,314,0,0,0,0,97.4,0.01,30.7,MISSING_AGE
Bihar,Bihar-Dist-01,2025-10-01,WASH,4.99,0.846,0.759,0.359,3,0,0,327,21,53,127,126,100.0,0.01,32.3,OK
Bihar,Bihar-Dist-02,2023-01-01,WASH,5.39,0.78,0.836,0.399,3,0,0,308,9,57,124,118,100.0,0.01,43.7,OK
Bihar,Bihar-Dist-02,2023-02-01,Education,6.43,0.777,0.714,0.409,3,0,0,291,15,155,112,9,100.0,0.01,38.8,OK
Bihar,Bihar-Dist-02,2023-04-01,Education,5.11,0.633,0.764,0.417,4,1,0,287,3,165,111,8,100.0,0.01,31.7,OK
Bihar,Bihar-Dist-02,2023-05-01,WASH,5.45,0.453,0.69,0.417,3,1,0,289,11,42,97,139,100.0,0.01,12.2,OK
Bihar,Bihar-Dist-02,2023-06-01,Health,5.94,0.864,0.75,0.426,8,0,1,342,59,56,133,94,100.0,0.01,29.7,OK
Bihar,Bihar-Dist-02,2023-07-01,Education,4.81,0.53,0.738,0.389,6,0,1,297,18,149,112,18,100.0,0.01,21.2,OK
Bihar,Bihar-Dist-02,2023-08-01,Health,5.58,0.608,0.756,0.42,7,0,1,314,50,51,124,89,100.0,0.01,26.8,OK
Bihar,Bihar-Dist-02,2023-09-01,Education,6.26,0.735,0.867,0.392,7,0,1,308,17,156,111,24,100.0,0.01,32.9,OK
Bihar,Bihar-Dist-02,2023-10-01,Health,4.72,0.649,0.809,0.445,7,0,0,305,55,35,124,91,100.0,0.01,31.2,OK
Bihar,Bihar-Dist-02,2023-11-01,Livelihoods,5.97,0.738,0.891,0.424,1,0,0,285,8,44,90,143,100.0,0.01,38.6,OK
Bihar,Bihar-Dist-02,2023-12-01,Education,3.92,0.513,1.0,0.479,9,0,0,288,13,146,97,32,100.0,0.01,36.5,OK
Bihar,Bihar-Dist-02,2024-01-01,Skilling,4.8,0.679,0.521,0.545,10,0,0,298,18,35,110,135,100.0,0.01,15.8,OK
Bihar,Bihar-Dist-02,2024-03-01,Livelihoods,5.38,0.694,0.869,0.457,3,0,0,277,8,55,88,126,100.0,0.01,33.6,OK
