grant_id,theme,state,district,partner_id,partner_name,partner_type,hq_state,years_with_trust,prior_grants,start_date,end_date,months,budget_m_inr,n_tranches,need_index,rural_share,partner_capacity,disbursement_timeliness,on_time_reporting,budget_variance_pct,beneficiaries,cost_per_beneficiary_inr,outcome_index,risk_rating,data_quality_flag
G0479,Health,Karnataka,Karnataka-Dist-14,PARTNER-131,Partner 131,Academic,Gujarat,4,4,2023-05-01,2024-01-01,8,80.94,4,0.489,0.666,3,0.752,0.679,0.065,2288,35377,82.1,2,OK
G0480,Skilling,Andhra Pradesh,Andhra-Dist-05,PARTNER-043,Partner 043,NGO,Karnataka,6,6,2022-11-01,2023-11-01,12,51.8,3,0.59,0.487,2,0.664,0.563,0.193,1251,41404,78.8,4,OK
G0481,WASH,Uttar Pradesh,Uttar-Dist-19,PARTNER-093,Partner 093,CSR,Karnataka,9,12,2024-11-01,2025-12-01,13,77.4,4,0.504,0.859,4,0.747,0.881,0.025,1942,39855,77.3,2,OK
G0482,Skilling,Bihar,Bihar-Dist-01,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2024-03-01,2026-02-01,23,16.51,2,0.2,0.743,3,0.727,0.775,0.095,407,40558,79.8,2,OK
G0483,Education,Rajasthan,Rajasthan-Dist-10,PARTNER-025,Partner 025,NGO,Madhya Pradesh,9,7,2021-06-01,2023-01-01,19,71.19,2,0.406,0.563,5,1.0,1.0,0.058,1696,41973,72.0,1,OK
G0484,WASH,Telangana,Telangana-Dist-02,PARTNER-112,Partner 112,NGO,Uttar Pradesh,0,0,2021-05-01,2022-01-01,8,31.59,2,0.756,0.894,2,0.699,0.651,0.181,1170,27003,80.5,3,OK
G0485,Skilling,Bihar,Bihar-Dist-17,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2021-09-01,2023-03-01,18,32.87,3,0.83,0.734,4,0.846,0.781,0.036,1319,24922,87.0,2,OK
G0486,Health,Rajasthan,Rajasthan-Dist-18,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2024-06-01,2025-06-01,12,98.14,2,0.2,0.695,4,0.94,0.93,0.071,2154,45560,88.0,2,OK
G0487,Health,Andhra Pradesh,Andhra-Dist-16,PARTNER-120,Partner 120,NGO,Chhattisgarh,0,0,2022-06-01,2024-06-01,24,66.05,2,0.535,0.512,3,0.715,0.823,,1472,44871,81.2,2,OK
G0488,Health,Tamil Nadu,Tamil-Dist-09,PARTNER-023,Partner 023,NGO,Uttar Pradesh,7,6,2024-05-01,2025-01-01,8,75.83,2,0.908,0.703,3,0.739,0.744,0.11,2200,34468,84.3,3,OK
G0489,Skilling,Bihar,Bihar-Dist-18,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2024-10-01,2026-09-01,23,26.67,3,0.322,0.749,2,0.514,0.677,0.096,737,36183,70.9,2,OK
G0490,WASH,Gujarat,Gujarat-Dist-14,PARTNER-088,Partner 088,NGO,Maharashtra,8,9,2024-05-01,2026-04-01,23,33.71,4,0.627,0.721,2,0.581,0.559,0.201,1080,31210,74.3,3,OK
G0491,Skilling,Chhattisgarh,Chhattisgarh-Dist-03,PARTNER-102,Partner 102,NGO,Jharkhand,10,14,2024-11-01,2025-08-01,9,30.63,3,0.84,0.798,4,0.827,0.893,0.15,1082,28310,81.7,1,OK
G0492,Health,Madhya Pradesh,Madhya-Dist-12,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2021-09-01,2022-11-01,14,185.88,3,0.574,0.639,4,0.845,0.811,0.059,4555,40807,75.6,3,OK
G0493,Skilling,Uttar Pradesh,Uttar-Dist-02,PARTNER-001,Partner 001,NGO,Bihar,8,9,2021-04-01,2023-02-01,22,47.93,2,0.933,0.701,3,0.744,0.829,0.167,1528,31368,80.3,3,OK
G0494,Health,Maharashtra,Maharashtra-Dist-07,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2023-04-01,2025-06-01,26,134.8,3,0.433,0.828,3,0.676,0.808,0.095,3364,40070,82.5,3,OK
G0495,Education,Telangana,Telangana-Dist-13,PARTNER-108,Partner 108,CSR,Uttar Pradesh,9,13,2024-09-01,2026-07-01,22,54.56,2,0.836,0.584,4,0.808,0.772,-0.029,1513,36059,89.1,2,OK
G0496,Livelihoods,Assam,Assam-Dist-17,PARTNER-093,Partner 093,CSR,Karnataka,9,12,2021-09-01,2022-12-01,15,39.08,2,0.265,0.73,3,0.722,0.735,,837,46692,74.7,2,OK
G0497,Education,West Bengal,West-Dist-03,PARTNER-072,Partner 072,NGO,Karnataka,6,9,2023-06-01,2024-12-01,18,69.66,4,0.613,0.641,4,0.61,0.849,0.17,1906,36548,74.4,1,OK
G0498,WASH,Andhra Pradesh,Andhra-Dist-15,PARTNER-117,Partner 117,NGO,Tamil Nadu,0,0,2023-06-01,2024-04-01,10,112.97,5,0.479,0.488,1,0.464,0.51,0.231,2459,45939,72.0,3,OK
G0499,Livelihoods,Andhra Pradesh,Andhra-Dist-15,PARTNER-134,Partner 134,NGO,West Bengal,9,9,2021-01-01,2021-10-01,9,18.24,3,0.247,0.709,4,0.766,0.839,0.103,404,45140,76.3,2,OK
G0500,Education,Assam,Assam-Dist-05,PARTNER-106,Partner 106,NGO,Madhya Pradesh,4,3,2021-11-01,2023-12-01,25,44.92,3,0.351,0.682,3,0.727,0.756,0.097,1131,39713,82.4,2,OK
G0501,Health,Andhra Pradesh,Andhra-Dist-01,PARTNER-036,Partner 036,CSR,Assam,9,11,2023-01-01,2023-11-01,10,64.37,4,0.692,0.319,3,0.683,0.766,0.148,1509,42659,81.6,2,OK
G0502,Livelihoods,Telangana,Telangana-Dist-18,PARTNER-027,Partner 027,NGO,Jharkhand,3,2,2023-06-01,2025-09-01,27,27.26,2,0.944,0.571,3,0.766,0.772,0.135,719,37909,77.3,2,OK
G0503,Livelihoods,Gujarat,Gujarat-Dist-03,PARTNER-077,Partner 077,NGO,Odisha,9,13,2023-05-01,2024-08-01,15,60.92,3,0.25,0.904,5,0.817,0.994,-0.006,1648,36967,74.5,1,OK
G0504,Livelihoods,Tamil Nadu,Tamil-Dist-01,PARTNER-095,Partner 095,Academic,Karnataka,3,4,2024-06-01,2025-09-01,15,71.28,3,0.312,0.532,4,0.825,1.0,0.107,1420,50195,78.8,2,OK
G0505,Livelihoods,Assam,Assam-Dist-05,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2023-10-01,2024-08-01,10,55.94,4,0.607,0.612,3,0.701,0.61,0.083,1647,33964,79.9,3,OK
G0506,Skilling,Bihar,Bihar-Dist-08,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2023-07-01,2024-08-01,13,14.16,3,0.689,0.573,3,0.698,0.64,0.133,290,48824,81.6,2,OK
G0507,WASH,Odisha,Odisha-Dist-16,PARTNER-013,Partner 013,CSR,Madhya Pradesh,6,5,2022-07-01,2023-09-01,14,76.88,3,0.843,0.658,2,0.498,0.67,0.186,2444,31457,59.7,4,OK
G0508,Health,West Bengal,West-Dist-17,PARTNER-047,Partner 047,NGO,Gujarat,8,9,2021-01-01,2023-04-01,27,65.66,4,0.2,0.25,5,0.824,1.0,0.028,955,68756,81.5,1,OK
G0509,WASH,Uttar Pradesh,Uttar-Dist-10,PARTNER-111,Partner 111,NGO,Assam,5,7,2023-09-01,2024-08-01,11,70.86,3,0.476,0.658,5,0.911,0.926,0.006,1889,37509,77.1,1,OK
G0510,WASH,Jharkhand,Jharkhand-Dist-04,PARTNER-033,Partner 033,NGO,Uttar Pradesh,2,2,2024-05-01,2026-03-01,22,54.48,3,0.291,0.827,2,0.515,0.568,0.237,1071,50868,70.1,2,OK
G0511,Livelihoods,West Bengal,West-Dist-04,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2022-06-01,2023-05-01,11,77.06,4,0.688,0.639,2,0.617,0.713,0.121,2168,35542,78.0,3,OK
G0512,Livelihoods,Assam,Assam-Dist-08,PARTNER-028,Partner 028,CSR,Assam,4,5,2023-05-01,2025-04-01,23,28.29,2,0.597,0.525,4,0.861,0.943,0.096,852,33207,70.8,3,OK
G0513,Health,Jharkhand,Jharkhand-Dist-11,PARTNER-131,Partner 131,Academic,Gujarat,4,4,2021-09-01,2022-12-01,15,55.18,4,0.422,0.609,4,0.969,0.916,0.197,1365,40424,87.0,1,OK
G0514,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-04,PARTNER-050,Partner 050,NGO,Madhya Pradesh,9,11,2022-08-01,2024-10-01,26,89.34,3,0.746,0.541,4,0.815,0.974,0.14,2347,38065,74.2,2,OK
G0515,Livelihoods,West Bengal,West-Dist-06,PARTNER-042,Partner 042,CSR,Maharashtra,10,9,2023-04-01,2024-08-01,16,43.29,4,0.2,0.687,5,0.89,1.0,0.119,931,46495,70.0,1,OK
G0516,Livelihoods,Telangana,Telangana-Dist-20,PARTNER-063,Partner 063,NGO,Uttar Pradesh,8,10,2021-08-01,2022-06-01,10,38.96,3,0.2,0.523,5,1.0,1.0,-0.041,981,39717,82.5,1,OK
G0517,WASH,Madhya Pradesh,Madhya-Dist-15,PARTNER-054,Partner 054,NGO,Bihar,10,10,2021-05-01,2023-07-01,26,45.99,3,0.259,0.775,3,0.692,0.748,0.095,1176,39106,61.3,3,OK
G0518,Livelihoods,Andhra Pradesh,Andhra-Dist-18,PARTNER-108,Partner 108,CSR,Uttar Pradesh,9,13,2021-06-01,2023-04-01,22,60.13,2,0.761,0.74,5,0.828,0.937,0.104,1742,34516,80.7,2,OK
G0519,Health,Assam,Assam-Dist-10,PARTNER-068,Partner 068,NGO,West Bengal,9,7,2021-12-01,2023-12-01,24,111.51,4,0.532,0.501,3,0.698,0.848,0.119,2640,42237,88.5,3,OK
G0520,WASH,Andhra Pradesh,Andhra-Dist-15,PARTNER-009,Partner 009,CSR,Bihar,2,3,2022-11-01,2023-11-01,12,28.57,5,0.268,0.622,5,0.931,0.894,0.019,586,48755,75.0,2,OK
G0521,Education,Chhattisgarh,Chhattisgarh-Dist-03,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2024-11-01,2026-06-01,19,93.15,3,0.455,0.621,3,0.768,0.734,0.142,2410,38652,78.6,2,OK
G0522,WASH,West Bengal,West-Dist-08,PARTNER-016,Partner 016,NGO,Andhra Pradesh,10,14,2024-10-01,2026-05-01,19,129.0,4,0.603,0.784,5,0.924,1.0,0.119,3577,36063,80.2,1,OK
G0523,WASH,Rajasthan,Rajasthan-Dist-08,PARTNER-055,Partner 055,NGO,Bihar,7,7,2024-06-01,2025-03-01,9,73.72,6,0.787,0.675,4,0.846,0.845,0.121,2312,31883,85.8,3,OK
G0524,Skilling,Uttar Pradesh,Uttar-Dist-02,PARTNER-011,Partner 011,NGO,Gujarat,3,2,2024-12-01,2027-03-01,27,13.65,2,0.363,0.837,3,0.768,0.7,-0.028,356,38336,74.7,3,OK
G0525,WASH,West Bengal,West-Dist-10,PARTNER-108,Partner 108,CSR,Uttar Pradesh,9,13,2022-11-01,2023-07-01,8,61.45,3,0.361,0.744,3,0.756,0.742,0.095,1459,42115,83.8,1,OK
G0526,WASH,Tamil Nadu,Tamil-Dist-13,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2024-08-01,2025-04-01,8,33.1,3,0.825,0.923,2,0.569,0.729,0.095,1020,32451,79.2,2,OK
G0527,Health,Assam,Assam-Dist-15,PARTNER-005,Partner 005,NGO,Andhra Pradesh,0,0,2022-08-01,2024-10-01,26,142.09,2,0.2,0.825,3,0.711,0.738,0.092,2972,47811,78.4,3,OK
G0528,Education,Odisha,Odisha-Dist-08,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2022-10-01,2025-01-01,27,69.78,3,0.502,0.83,2,0.561,0.633,0.094,2067,33758,82.8,3,OK
G0529,WASH,Bihar,Bihar-Dist-12,PARTNER-047,Partner 047,NGO,Gujarat,8,9,2023-10-01,2025-08-01,22,93.25,2,0.463,0.603,3,0.621,0.641,0.026,2271,41062,81.8,2,OK
G0530,WASH,Gujarat,Gujarat-Dist-15,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2024-01-01,2025-11-01,22,42.8,3,0.404,0.547,3,0.64,0.762,0.051,1049,40803,82.2,1,OK
G0531,Skilling,Gujarat,Gujarat-Dist-02,PARTNER-046,Partner 046,NGO,Tamil Nadu,4,4,2023-09-01,2025-08-01,23,26.17,2,0.9,0.754,2,0.645,0.632,,989,26458,79.1,4,OK
G0532,Education,Andhra Pradesh,Andhra-Dist-16,PARTNER-139,Partner 139,NGO,Odisha,6,9,2022-11-01,2023-12-01,13,64.12,2,0.2,0.401,3,0.749,0.677,0.208,1127,56896,84.5,2,OK
G0533,Health,Uttar Pradesh,Uttar-Dist-03,PARTNER-085,Partner 085,Academic,Andhra Pradesh,9,11,2021-02-01,2022-03-01,13,48.94,3,0.453,0.742,5,0.904,0.998,-0.014,1229,39822,82.8,2,OK
G0534,Education,Jharkhand,Jharkhand-Dist-08,PARTNER-049,Partner 049,NGO,Maharashtra,3,4,2021-12-01,2022-09-01,9,66.88,2,0.533,0.611,2,0.589,0.687,0.159,1699,39362,76.3,2,OK
G0535,WASH,Karnataka,Karnataka-Dist-08,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2021-01-01,2022-01-01,12,63.14,4,0.2,0.82,4,0.909,0.828,0.233,1415,44620,79.3,1,OK
G0536,Skilling,Jharkhand,Jharkhand-Dist-19,PARTNER-067,Partner 067,NGO,Uttar Pradesh,9,10,2024-05-01,2026-03-01,22,28.53,3,0.464,0.585,2,0.587,0.694,0.201,694,41110,66.4,4,OK
G0537,Education,West Bengal,West-Dist-13,PARTNER-105,Partner 105,NGO,Chhattisgarh,2,1,2024-05-01,2026-02-01,21,84.1,4,0.431,0.793,3,0.704,0.676,0.093,2315,36329,86.7,3,OK
G0538,Education,Telangana,Telangana-Dist-19,PARTNER-043,Partner 043,NGO,Karnataka,6,6,2024-10-01,2025-08-01,10,44.22,2,0.528,0.639,3,0.668,0.707,0.113,1171,37765,75.3,3,OK
G0539,Health,Karnataka,Karnataka-Dist-09,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2024-08-01,2025-12-01,16,77.42,5,0.562,0.641,5,0.913,1.0,0.059,1998,38749,86.5,1,OK
G0540,Education,Assam,Assam-Dist-04,PARTNER-024,Partner 024,NGO,Bihar,7,6,2023-08-01,2025-08-01,24,182.7,3,0.595,0.609,4,0.854,0.841,0.073,4270,42787,80.2,2,OK
G0541,Skilling,Jharkhand,Jharkhand-Dist-05,PARTNER-005,Partner 005,NGO,Andhra Pradesh,0,0,2022-01-01,2023-02-01,13,49.29,2,0.554,0.86,2,0.549,0.729,,1647,29925,82.8,2,OK
G0542,WASH,Andhra Pradesh,Andhra-Dist-16,PARTNER-002,Partner 002,Academic,West Bengal,4,4,2022-02-01,2024-02-01,24,35.68,4,0.274,0.503,2,0.653,0.555,0.132,782,45625,69.1,2,OK
G0543,Livelihoods,Madhya Pradesh,Madhya-Dist-08,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2024-07-01,2026-07-01,24,35.12,3,0.679,0.596,2,0.673,0.729,0.173,1239,28348,79.7,3,OK
G0544,Livelihoods,Jharkhand,Jharkhand-Dist-16,PARTNER-013,Partner 013,CSR,Madhya Pradesh,6,5,2023-08-01,2025-03-01,19,52.44,4,0.501,0.492,3,0.724,0.74,0.13,1168,44897,79.8,2,OK
G0545,Health,Gujarat,Gujarat-Dist-03,PARTNER-040,Partner 040,NGO,Maharashtra,10,14,2024-11-01,2026-08-01,21,68.13,3,0.278,0.611,5,0.92,1.0,0.025,1514,45001,82.8,1,OK
G0546,Livelihoods,Jharkhand,Jharkhand-Dist-06,PARTNER-099,Partner 099,NGO,Chhattisgarh,1,1,2021-09-01,2023-01-01,16,49.6,2,0.466,0.74,2,0.569,0.68,0.143,1395,35552,67.0,3,OK
G0547,Health,Assam,Assam-Dist-02,PARTNER-014,Partner 014,CSR,Uttar Pradesh,10,10,2023-06-01,2025-08-01,26,108.63,4,0.2,0.735,3,0.76,0.737,0.125,2358,46068,72.2,2,OK
G0548,Livelihoods,Karnataka,Karnataka-Dist-03,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2023-04-01,2024-07-01,15,102.01,2,0.886,0.481,3,0.69,0.666,0.08,2838,35943,74.7,2,OK
G0549,Education,Gujarat,Gujarat-Dist-06,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2023-06-01,2025-03-01,21,54.93,3,0.386,0.44,2,0.675,0.529,0.062,1094,50205,74.7,3,OK
G0550,Education,Andhra Pradesh,Andhra-Dist-08,PARTNER-052,Partner 052,Academic,Maharashtra,8,12,2023-06-01,2025-01-01,19,72.53,4,0.827,0.663,4,0.817,0.859,0.018,2415,30034,86.3,2,OK
G0551,WASH,Bihar,Bihar-Dist-19,PARTNER-094,Partner 094,CSR,West Bengal,0,0,2022-01-01,2023-12-01,23,118.56,2,0.817,0.464,2,0.639,0.687,0.148,3090,38368,79.8,4,OK
G0552,Education,West Bengal,West-Dist-19,PARTNER-054,Partner 054,NGO,Bihar,10,10,2021-03-01,2022-03-01,12,59.6,3,0.223,0.637,5,0.942,0.992,0.015,1262,47224,76.9,1,OK
G0553,Skilling,Uttar Pradesh,Uttar-Dist-16,PARTNER-045,Partner 045,NGO,Karnataka,7,8,2023-02-01,2025-04-01,26,41.95,2,0.538,0.576,3,0.664,0.816,0.123,1107,37897,77.2,3,OK
G0554,Health,Tamil Nadu,Tamil-Dist-06,PARTNER-136,Partner 136,NGO,Telangana,2,2,2022-07-01,2024-06-01,23,66.3,5,0.2,0.648,4,0.894,0.883,0.126,1371,48355,87.2,1,OK
G0555,Education,Gujarat,Gujarat-Dist-20,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2022-10-01,2024-08-01,22,42.97,2,0.396,0.518,3,0.658,0.688,0.095,799,53784,69.9,2,OK
G0556,Health,Andhra Pradesh,Andhra-Dist-12,PARTNER-102,Partner 102,NGO,Jharkhand,10,14,2024-06-01,2026-02-01,20,95.87,2,0.384,0.621,4,0.779,0.934,0.115,2122,45180,79.5,2,OK
G0557,Education,Andhra Pradesh,Andhra-Dist-07,PARTNER-027,Partner 027,NGO,Jharkhand,3,2,2024-07-01,2026-10-01,27,54.53,2,0.533,0.651,3,0.728,0.64,0.162,1407,38756,86.5,2,OK
G0558,Livelihoods,Maharashtra,Maharashtra-Dist-02,PARTNER-003,Partner 003,NGO,West Bengal,8,12,2024-12-01,2027-02-01,26,63.66,3,0.312,0.637,4,0.77,0.86,0.098,1665,38234,80.5,1,OK
G0559,Health,Jharkhand,Jharkhand-Dist-03,PARTNER-038,Partner 038,CSR,Assam,2,3,2024-06-01,2026-05-01,23,85.78,2,0.52,0.567,3,0.676,0.686,0.124,1886,45485,84.4,4,OK
G0560,Education,Bihar,Bihar-Dist-14,PARTNER-072,Partner 072,NGO,Karnataka,6,9,2021-09-01,2023-04-01,19,45.55,3,0.573,0.539,3,0.66,0.65,-0.014,1185,38441,82.4,2,OK
G0561,WASH,Odisha,Odisha-Dist-09,PARTNER-070,Partner 070,Academic,Chhattisgarh,9,12,2023-05-01,2024-09-01,16,74.55,3,0.473,0.541,3,0.663,0.713,0.063,1995,37370,70.0,3,OK
G0562,Health,Assam,Assam-Dist-19,PARTNER-048,Partner 048,NGO,Madhya Pradesh,9,11,2024-01-01,2024-12-01,11,226.84,4,0.428,0.706,4,0.868,0.848,0.007,5194,43674,85.2,1,OK
G0563,Health,West Bengal,West-Dist-10,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2024-03-01,2026-03-01,24,117.19,2,0.514,0.664,3,0.69,0.79,0.143,2770,42308,76.0,2,OK
G0564,Skilling,Jharkhand,Jharkhand-Dist-18,PARTNER-028,Partner 028,CSR,Assam,4,5,2023-10-01,2026-01-01,27,123.16,3,0.2,0.464,2,0.571,0.623,0.024,2160,57019,66.7,3,OK
G0565,WASH,Bihar,Bihar-Dist-01,PARTNER-083,Partner 083,CSR,Rajasthan,9,13,2022-11-01,2024-05-01,18,97.58,2,0.377,0.749,3,0.676,0.689,0.05,2311,42222,71.8,2,OK
G0566,Education,Rajasthan,Rajasthan-Dist-13,PARTNER-082,Partner 082,CSR,Bihar,4,4,2024-09-01,2026-02-01,17,85.04,3,0.377,0.392,3,0.832,0.904,,1673,50828,79.4,2,OK
G0567,Education,Tamil Nadu,Tamil-Dist-05,PARTNER-018,Partner 018,NGO,Bihar,3,2,2022-01-01,2023-11-01,22,133.55,4,0.821,0.713,5,0.982,1.0,0.062,3977,33579,90.6,2,OK
G0568,WASH,Jharkhand,Jharkhand-Dist-11,PARTNER-099,Partner 099,NGO,Chhattisgarh,1,1,2022-08-01,2023-12-01,16,33.99,2,0.854,0.417,5,0.876,0.974,0.062,1106,30731,85.5,1,OK
G0569,WASH,Assam,Assam-Dist-11,PARTNER-052,Partner 052,Academic,Maharashtra,8,12,2022-02-01,2023-05-01,15,64.14,5,0.421,0.25,4,0.728,0.98,0.025,1053,60914,69.9,3,OK
G0570,Education,Tamil Nadu,Tamil-Dist-06,PARTNER-089,Partner 089,NGO,Assam,2,2,2023-09-01,2024-08-01,11,105.29,3,0.284,0.712,2,0.623,0.726,0.184,2379,44259,87.1,4,OK
G0571,Education,Gujarat,Gujarat-Dist-13,PARTNER-060,Partner 060,NGO,Jharkhand,3,3,2024-02-01,2026-01-01,23,110.97,5,0.341,0.64,3,0.773,0.705,0.098,2455,45200,79.6,2,OK
G0572,WASH,Telangana,Telangana-Dist-04,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2023-10-01,2025-04-01,18,101.86,4,0.545,0.799,2,0.574,0.682,0.146,2767,36811,68.5,4,OK
G0573,Health,West Bengal,West-Dist-01,PARTNER-039,Partner 039,NGO,Jharkhand,2,3,2024-07-01,2025-05-01,10,117.42,2,0.829,0.768,2,0.685,0.803,0.095,3923,29931,88.1,3,OK
G0574,Health,Andhra Pradesh,Andhra-Dist-03,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2021-04-01,2022-04-01,12,82.9,4,0.809,0.498,5,0.938,0.932,-0.003,2390,34687,90.7,1,OK
G0575,WASH,Andhra Pradesh,Andhra-Dist-17,PARTNER-135,Partner 135,NGO,Rajasthan,1,1,2023-01-01,2025-04-01,27,119.33,2,0.799,0.794,4,0.864,0.978,0.048,3806,31354,89.2,2,OK
G0576,Health,Maharashtra,Maharashtra-Dist-07,PARTNER-033,Partner 033,NGO,Uttar Pradesh,2,2,2023-12-01,2026-01-01,25,74.23,5,0.637,0.741,4,0.843,0.921,0.204,2149,34541,90.4,2,OK
G0577,Education,Telangana,Telangana-Dist-15,PARTNER-049,Partner 049,NGO,Maharashtra,3,4,2023-05-01,2024-08-01,15,122.92,3,0.494,0.362,4,0.742,0.866,0.106,2289,53699,77.9,2,OK
G0578,Livelihoods,Tamil Nadu,Tamil-Dist-14,PARTNER-053,Partner 053,Academic,Tamil Nadu,8,10,2023-11-01,2024-10-01,11,26.27,2,0.655,0.512,2,0.688,0.675,0.116,479,54840,69.2,3,OK
G0579,Health,Gujarat,Gujarat-Dist-19,PARTNER-115,Partner 115,NGO,Rajasthan,8,5,2023-05-01,2024-11-01,18,86.62,3,0.595,0.686,3,0.603,0.784,0.142,2288,37858,74.6,4,OK
G0580,Education,Maharashtra,Maharashtra-Dist-05,PARTNER-033,Partner 033,NGO,Uttar Pradesh,2,2,2023-11-01,2026-01-01,26,31.19,2,0.273,0.761,3,0.695,0.781,0.127,758,41154,82.9,1,OK
G0581,WASH,Rajasthan,Rajasthan-Dist-14,PARTNER-128,Partner 128,Academic,Telangana,9,13,2022-06-01,2024-04-01,22,85.94,4,0.2,0.634,2,0.597,0.564,0.13,1583,54286,68.7,3,OK
G0582,WASH,Uttar Pradesh,Uttar-Dist-01,PARTNER-114,Partner 114,NGO,Rajasthan,2,2,2021-06-01,2023-04-01,22,91.74,3,0.2,0.395,1,0.581,0.478,0.194,1653,55500,53.1,3,LATE_REPORTING
G0583,Health,Jharkhand,Jharkhand-Dist-03,PARTNER-104,Partner 104,NGO,Chhattisgarh,0,0,2021-07-01,2023-02-01,19,129.59,2,0.725,0.724,2,0.616,0.63,0.119,3840,33746,85.2,4,OK
G0584,Health,Andhra Pradesh,Andhra-Dist-13,PARTNER-129,Partner 129,NGO,Maharashtra,6,7,2021-05-01,2022-05-01,12,122.81,2,0.545,0.448,3,0.745,0.767,0.083,2681,45808,85.2,4,OK
G0585,WASH,Uttar Pradesh,Uttar-Dist-04,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2023-02-01,2024-03-01,13,77.28,2,0.761,0.613,3,0.819,0.864,0.173,2316,33367,83.3,3,OK
G0586,Health,West Bengal,West-Dist-12,PARTNER-130,Partner 130,Academic,Odisha,6,8,2022-06-01,2024-07-01,25,57.45,3,0.562,0.713,4,0.821,0.89,0.058,1554,36967,81.0,3,OK
G0587,Health,Madhya Pradesh,Madhya-Dist-17,PARTNER-018,Partner 018,NGO,Bihar,3,2,2024-01-01,2025-05-01,16,46.62,5,0.415,0.686,3,0.769,0.792,0.088,1134,41115,83.3,2,OK
G0588,WASH,Telangana,Telangana-Dist-13,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2024-07-01,2025-10-01,15,79.46,2,0.839,0.639,3,0.639,0.784,0.091,2245,35393,76.6,2,OK
G0589,Skilling,Gujarat,Gujarat-Dist-17,PARTNER-064,Partner 064,NGO,Andhra Pradesh,7,6,2022-12-01,2024-02-01,14,34.5,4,0.442,0.764,1,0.42,0.505,0.211,895,38544,81.5,5,OK
G0590,Skilling,Madhya Pradesh,Madhya-Dist-09,PARTNER-027,Partner 027,NGO,Jharkhand,3,2,2023-02-01,2024-08-01,18,61.99,2,0.437,0.467,2,0.585,0.609,0.104,1412,43905,77.7,3,OK
G0591,WASH,Uttar Pradesh,Uttar-Dist-03,PARTNER-100,Partner 100,Academic,Andhra Pradesh,0,0,2023-12-01,2025-06-01,18,61.41,4,0.669,0.301,5,0.9,1.0,-0.001,1357,45256,79.8,1,OK
G0592,WASH,Odisha,Odisha-Dist-14,PARTNER-016,Partner 016,NGO,Andhra Pradesh,10,14,2021-08-01,2023-02-01,18,34.65,3,0.909,0.545,4,0.736,0.873,0.082,1157,29946,74.9,3,OK
G0593,Education,Maharashtra,Maharashtra-Dist-19,PARTNER-062,Partner 062,CSR,Andhra Pradesh,4,3,2021-09-01,2023-07-01,22,192.86,4,0.708,0.324,1,0.609,0.459,0.191,4039,47748,69.5,4,LATE_REPORTING
G0594,WASH,Karnataka,Karnataka-Dist-03,PARTNER-073,Partner 073,NGO,Chhattisgarh,7,9,2023-06-01,2024-03-01,9,56.62,4,0.2,0.7,5,0.881,1.0,-0.014,1305,43386,75.3,1,OK
G0595,Education,Rajasthan,Rajasthan-Dist-07,PARTNER-012,Partner 012,Academic,West Bengal,5,7,2022-07-01,2023-06-01,11,75.63,4,0.268,0.564,3,0.656,0.798,0.086,1497,50519,82.9,2,OK
G0596,Education,Odisha,Odisha-Dist-13,PARTNER-019,Partner 019,Government,Telangana,10,15,2023-07-01,2025-08-01,25,61.58,5,0.468,0.79,5,1.0,1.0,0.092,1675,36762,85.6,1,OK
G0597,Health,Madhya Pradesh,Madhya-Dist-09,PARTNER-029,Partner 029,NGO,Jharkhand,0,0,2023-11-01,2025-09-01,22,70.83,2,0.2,0.689,4,0.765,0.913,,1556,45517,82.0,2,OK
G0598,Livelihoods,Bihar,Bihar-Dist-18,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2021-06-01,2022-02-01,8,28.42,4,0.672,0.656,5,0.925,0.914,0.107,940,30238,86.5,2,OK
